speaker,speech,document
Lex Fridman,"Yeah, the, the ethics of collecting a dataset where people are drunk is tricky. Yeah. Which is funny, because, I mean, let's put, drunk driving aside, the number of drunk people in the world every day is very large. It'd be nice to have a large data set of drunk people getting progressively drunk. In fact, you could build an app where people can donate their data because it's hilarious,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,right? But but the liability,"Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"liability, the ethics, how do you get it right? It's tricky. It's really, really tricky. Because like, drinking is one of those things that's funny and hilarious, and we're loves it socially, the so on and so forth. But it's also the thing that hurts a lot of people. Like a lot of people like alcohol is one of those things. It's legal, but it it, it is really damaging to a lot of lives, it destroys lives. And not just in the driving context. I should mention people should listen to Andrew Huberman who recently talked about alcohol he has an amazing pocket Andrew, who is a neuroscientist from Stanford and a good friend of mine. Cool. And he he's like a human encyclopedia bought all health related wisdom. See it as a podcast you would love I would love that. Oh, you don't know as a human. Okay. Listen, you listen to to Andrew. He's called human lab podcast, this is your assignment. Just listen to one, I guarantee you this will be a thing where you say Lex, this is the greatest human I've ever discovered. So","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"oh my god, because I've really, I'm really on a journey of kind of health and wellness. And I'm learning lots and I'm trying to like build these, I guess atomic habits around just being healthy. So I'm definitely gonna do this.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"This whole thing this is this is great. Like, he's a legit scientist, like, really well published. But in his podcast, what he does, he's not he's not talking about his own work. He's like a human Encyclopedia of papers. And so he his whole thing is he takes a topic and a very fast mentioned atomic habits like very clear way summarizes the research in a way that leads to protocols of what you should do. He's really big on like, not like this is what the science says but like this is literally what you should be doing according to science. So like, he's really big into there's a lot of recommendations he does, which several of them I definitely don't do, like get sunlight as soon as possible from waking up and like for prolonged periods that's a really big one. And he's there's a lot of science behind that one. There's a bunch of stuff. You're gonna you're gonna you're gonna be like Lex this is this is my new favorite person, I guarantee it. And if you guys somehow don't know, and you're human, and you care about your well being you should definitely listen to him. Love you and your anyway. So what were we talking about, oh, alcohol and detecting alcohol. So this is a problem you care about and you're trying to solve and actually like","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"broadening it. I do believe that. The car is going to be a wellness center like big because again, imagine if you have a variety of sensors inside the vehicle tracking, not just your emotional state or level of distraction and drowsiness and drowsiness. The level of instruction shown is drowsiness and intoxication. But also maybe even things like your physique, you know, your heart rate and your heart rate variability and your breathing rate. And it can start like optimizing Yeah, can optimize the ride based on what your goals are. So I think we're gonna start to see more of that. And I'm excited about that.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"What are the what are the challenges you're tackling? Well, with smart AI currently, what's like the, the trickiest things to get is is basically convincing more and more car companies that having AI inside the car is a good idea, or is there some? Is there more technical, algorithmic challenges? What's what's been keeping you mentally busy?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"I think a lot of the car companies we are in conversations with are already interested in definitely driver monitoring. Like I think it's becoming a must have. But even interior sensing, I can see like, we're engaged in a lot of like advanced engineering projects and proof of concepts. I think technologically though, and even the technology, I can see a path to making it happen. I think it's the use case the how does the car respond? Once it knows something about you, because you want it to respond in a thoughtful way that doesn't, that isn't off putting to the consumer and the car. So I think that's like the user experience. I don't think we've really nailed that. And we usually, that's not weird the sensing platform, but we usually collaborate with the car manufacturer to decide what the use cases. So say you, you figure out that somebody's angry while driving. Okay, what should the car do? You know,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"do you see yourself as a role of, of nudging of like, basically coming up with solutions, essentially, that, and then, and then the car manufacturers kind of put their own little spin on it, right?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"Like, we are like the ideation creative thought partner, but at the end of the day, the car company needs to decide what's on brand for them, right? Like maybe when it figures out that you're distracted or drowsy, it shows you a coffee cup, right? Or maybe it takes more aggressive behaviors and basically said, Okay, if you don't like take arrests in the next five minutes, the car's gonna shut down, right? Like, there's a whole range of actions the car can take, and doing the thing that is most, yeah, that builds trust with the driver and the passengers. I think that's what we need to be very careful about.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Yeah, car companies are funny, because they have their own like, I mean, that's why people get cars still, I hope that changes, but they get it because it's a certain feel and look in a certain they become proud, like Mercedes Benz or BMW or whatever. And that's the thing, that's the family brand or something like that. Or Ford or GM, whatever, they stick to that thing. Yeah, it's interesting. So it should be I don't know, it should be a little more about the technology inside. And I suppose there are two there could be branding, like a very specific style of luxury or fight. Right, all that kind of stuff. Yeah.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"You know, I'm, I have a I have an AI focused fund to invest in early stage kind of AI driven companies and one of the companies we're looking at is trying to do what Tesla did but for boats for recreational votes. Yeah, they're so they're building an electric and kind of slash autonomous boat, it's kind of the same issues like what kind of sensors can you put in? What kind of states can you detect both exterior and interior within the boat? Anyways, that's like really interesting. Do you vote at all?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"No, not well, not in that way. I do like to get on the lake or a river and fish from okay. But that's not boding that's a different that's, that's still floating low tech low tech get away from get closer to nature but I guess going out to the ocean is also is also getting closer to nature. It's a deep sense. I mean, I guess that's why people love it. Yeah. The the enormity of the water just underneath you Yeah. I love the I love both I love saltwater was like the big and just It's humbling to be in front of this giant thing. That's so powerful that was here before us and be here after but also have the piece of a small like, wooded like it's just it's everything's common. Therapeutic. You tweeted that I'm excited about Amazon's acquisition of iRobot I think it's a super interesting just given the trajectory of what you're part of, of these. Honestly small number of companies that are playing in this space that are like trying into have an impact on human being. So the it is an interesting moment in time that Amazon would acquire iRobot. He tweet I imagine a future where home robots are as ubiquitous as microwaves or toasters. Here are three reasons why I think this is exciting. If you remember, I can look it up. But what, why is this exciting to you?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"I mean, I think the first reason why this is exciting to kind of remember the exact like, order in which I put them, but one is just, it's, it's going to be an incredible platform for understanding our behaviors within the home. Right? Like, you know, if you think about Roomba, which is, you know, the robot vacuum cleaner, the flagship product of iRobot, at the moment, it's like running around your home, understanding the layout is understanding what's clean, and what's not, how often do you clean your house. And all of these like behaviors are a piece of the puzzle in terms of understanding who you are as a consumer. And I think that could be, again, used in really meaningful ways not just to recommend better products or whatever, but actually, to improve your experience as a human being. So I think I think that's very interesting. I think the natural evolution of these robots in the in the home, so it's interesting, Roomba isn't really a social robot, right at the moment. But I once interviewed one of the chief engineers on the Roomba team, and he talked about how people named their Roombas. And if the Roomba broke down, they would call in and say, you know, my Roomba broke down. And the company would say, well, we'll just send you a new one and No, no, Rosie, like, you have to like, yeah, I want you to fix this particular robot. So people have already built like, interesting emotional connections with these home robots. And I think that, again, that provides a platform for really interesting things to to just motivate change, like it could help you. I mean, one of the companies just spun out of MIT, Kataria health. The guy who started it spent a lot of time building robots that help with weight management. So weight management, sleep eating better. Yeah, all of these things.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"With if I'm being honest, Amazon does not exactly have a track record of winning over people in terms of trust. Now, that said, it's a really difficult problem for human beings to let a robot in their home that has a camera on it, right? That's really really, really tough. And I think Roomba actually had to think about this, but I'm pretty sure now or for some time already has had cameras because they're doing the most recent robot has so many robots. Oh, you actually do? Why program that I don't use a Roomba for backoff people have been to my place. They're like, yeah, you definitely don't use these robots. Good, because","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"I can't tell like the valence of this comment. That was a compliment. Or like, no,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"it's a giant it's just a bunch of electronics everywhere. There's of six or seven computers of robots everywhere legged robots, as small robots and big robots and it's just giant just piles of robots stuff. And yeah. But including the room was there they're being used for their body and intelligence without for their purpose. I had I've changed them, repurpose them for other purposes. For deeper, more meaningful purposes than just like the bought a robot. Yeah. Which is, you know, brings a lot of people happiness, I'm sure they have a camera because the thing they advertised I had my own cameras, so but the camera and the new Roomba. They have like state of the art poop detection as they advertised, which is a very difficult apparently is a big problem for vacuum cleaners is you know, if they go over like dog poop, it just runs it runs it over and creates a giant mess. So they have like, apparently, they collected like a huge amount of data in different shapes and looks and whatever of poop, and now they're able to avoid it. And so they're very proud of this. So there is a camera, but you don't think of it as having a camera? Yeah, you don't think of it as having a camera because you've grown to trust that I guess because our phones, at least most of us seem to trust. Right? This phone even though there's a camera looking directly at you. I think that if you trust that the company is taking security very seriously, I actually don't know how that trust was earned with smartphones. I think it just started provide a lot of positive value to your life. We just took it in. And then the company over time has shown that it takes privacy very seriously. That kind of stuff, but I just Amazon is not always in the inner social robots. communicated this as a trustworthy thing, both in terms of culture and competence. They think privacy is not just about what do you intend to do, but also how well how good are you at doing that kind of thing? So that's a really hard problem to solve.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"But I mean, but a lot of us have Alexa at home. And I mean, Alexa could be listening in the whole time, right? And doing all sorts of nefarious things to data. Yeah, hopefully it's not, but I don't think it is.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"But you know, Amazon is not it's such a tricky thing for a company to get right. Which is like to earn the trust. I don't think Alexa are in people's trust quite yet.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"Yeah, I think it's, it's not there quite yet.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"I struggle with this kind of stuff. In fact, when these topics are brought up, people are always get like nervous. And I think if you get nervous about it, that means that like, the way to earn people's trust is not by like, ooh, don't talk about this. It's just be open, be frank, be transparent. And also create a culture of like, where it radiates at every level, from engineer to CEO that like, you're good people that have common sense idea of what it means to respect basic human rights and the privacy of people and all that kind of stuff. And that I think that propagates throughout the that's the best PR, which is like, over time, you understand that this? These are good, right? Good folks doing good things. Anyway, speaking of social robots, have you heard about Tesla Tesla bought the humanoid robot? Yes, I","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"have. Yes, yes. I don't exactly know what it's designed to do. You probably do.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"No, I know it's designed to do but I have a different perspective on it. But it's designed to a humanoid form. And it's designed to, for automation tasks in the same way that industrial robot arms automate tasks in the factory so as to automate tasks in the factory. But I think that humanoid form, as we were talking about before, is, is one that we connect with as human beings, anything anything legged, mostly, but the humanoid form, especially, we anthropomorphize it most intensely. And so the possibility to me it's exciting to see both Atlas developed by Boston Dynamics, and anyone, including Tesla, trying to make humanoid robots cheaper, and more effective. The obvious way it transforms the world is social robotics to me, versus, versus automation of tasks in the factory. So yeah, I just wanted a case that was something you're interested in, because I find it I find its application social robotics. super interesting.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"We did a lot of work with pepper, pepper, the robots A while back, we were like the Emotion Engine for pepper, which is soft banks, humanoid robot.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"How tall is pepper? It's like,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"yeah, like, I don't know, like, five foot maybe. Right? Yeah, pretty, pretty big, pretty big. And it was designed to be like airport lounges. And you know, retail stores, mostly customer service, right? hotel lobbies. And, I mean, I don't know where the state of the robot is. But I think it's very promising. I think there are a lot of applications where this can be helpful. I'm also really interested in Yeah, social robotics for the home, right? Like the can help elderly people, for example, transport things from one location of the home to the other, or even like, just have your back in case something happens. Yeah, I don't know. I do think it's a very interesting space. It seems early, though. Do you feel like the timing is now?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"i Yes. 100%. So it always seems early until it's not right. Right. Right. All right. I think the time. I definitely think that the time is now like this decade for social robots. Whether the humanoid form is right, I don't think so. I don't I think like, if we just look judo, at Judo as an example. I feel like most of the problem, the challenge the opportunity of social connection between an AI system and the human being does not require you to also solve the problem of robot manipulation and mobility, bipedal mobility. So I think you could do that with just a screen honestly. But there's something about the interface of GE, who can rotate and so on, that's also compelling. But you get to see all these robot companies that are failed that fail incredible companies like GE bone. Even. I mean, the iRobot, in some sense is a big success story that it was able to find a nice niche thing and focus on it. But in some sense, it's not a success story, because they didn't build any other robot like any other. It didn't expand. It's all kinds of robotics that can once you're in the home, maybe that's what happens with Amazon is they'll flourish into all kinds of other robots. But do you have a sense, by the way, why it's so difficult to build a robotics company? Like why so many companies have failed?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"I think it's like, you're building a vertical stack, right? Like you are building the hardware plus the software and you find you have to do this at a cost. That makes sense. So I think G Bo, was retailing at like, I don't know, like $800, like $700. Which for the use case, right? There's a dissonance there. It's too high. So I think costs is the is, you know, the cost of building the whole platform in a way that that is, yeah, that that is affordable, for what value it's bringing, I think that's the challenge. I think for these home robots that are going to help, you know, help you do stuff around the home. That's a challenge to like the mobility piece of it. That's, that's, that's hard. Well,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"one of the things I'm really excited with Tesla bot is the people working on it. And that's probably the criticism, I will reply to some of the other folks who worked on social robots is the people working on Tesla bought, know how to they're focused on and know how to do mass manufacture, I'll create a product that's super cheap, very cool. That focus the engineering focus isn't, I would say, you can also criticize him for that is they're not focused on the experience of the robot. They're focused on how to get this thing to do the basic stuff that the humanoid form requires to do it as cheap as possible, then the fewest number of actuators, the furious numbers of motors, the increase efficiency, decrease the weight, all that kind of stuff. So that's, that's really, I would say that g bone, all those folks, they focus on the design, the experience all of that, and it's secondary, how to manufacture. No, you have to think, like the Tesla bought folks from first principles. What is the fewest number of components, the cheapest components? How can I build it as much in house as possible without, without having to consider all the complexities of a supply chain? All that kind of stuff? Interesting. Because if you have to build a robotics company, you have to, you're not building one robot, you're building, hopefully, millions of robots, they have to figure out how to do that. Where the final thing? I mean, if it's GMO type of robot, is there a reason why GMO? Like we're gonna have this lengthy discussion? Is there a reason why GMO has to be over $100? It shouldn't be? Right, like the basic eight, right? The basic components of it, right? Like, you could start to actually discuss like, Okay, what is this extra thing about GMO? How much what is the cheapest way, I can have a screen, what's the cheapest work and have a rotating base, all that kind of stuff. And then you get get down? Continuously drive down costs. Speaking of which, you have launched an extremely successful companies, you have helped others you've invested in companies, can you give advice on how to start a successful company,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"I would say have a problem that you really, really, really want to solve, right? Something that you're deeply passionate about? And honestly, take the first step, like that's often the hardest. And don't overthink it, like, you know, like this idea of a minimum viable product or a minimum viable version of an idea, right? Like, yes, you're thinking about this, like humongous, like super elegant, super beautiful thing, what the gods reduce it to the littlest thing we can bring to market that can solve a problem or that can I, you know, that can help address a pain point that somebody has, they often tell you, like, start with a customer of one, right? If you can solve a problem for one person, then there's probably","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"go for some other person, right? Pick pick a person. Exactly. It could be Yeah, that's actually often a good sign that If you enjoy thing, enjoy thing or you have a specific problem that you'd like to solve. That's a good that's a good one to focus on. what else what else is there to actually so step one is the hardest but there's other steps as well. Right?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"I also think, like who you bring around the table early on is so key, right? Like being clear on on what They call like your core values are your North Star. It might sound fluffy, but actually, it's not so, and Roz, and I feel like we did that very early on, we sat around her kitchen table, and we said, okay, there's so many applications of this technology, how are we going to draw the line? How are we going to set boundaries, we came up with a set of core values, that in the hardest of times, we fell back on to determine how we make decisions. And so I feel like just getting clarity on these core like, for us, it was respecting people's privacy, only engaging with industries where it's clear opt in. So for instance, we don't do any work in security and surveillance. So things like that just getting we are very big on, you know, one of our core values is human connection and empathy. Right? And that is, yes, it's an AI company, but it's about people. Well, these are all they become encoded in how we act, even even if you're a small, tiny team of two or three or whatever. So I think that's another piece of advice","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"is what about finding people hiring people? If you care about people as much as you do like this, it's it seems like such a difficult thing to to hire the right people.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"I think early on as a start up, you want people who have who share the passion and the conviction, because because it's gonna be tough, like, I've yet to meet a startup where it was just a straight line to success. Yeah, right. Even even not just startup like even everyday people's lives right there. You always like, have run into obstacles, and you run into naysayers. And if you need people who are believers, whether they're people on your team, or even your investors, you need investors who are really believers in what you're doing. Because that means they will stick with you. They won't, they won't give up at the first obstacle. Yeah, I think that's important.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"What about raising money? What about finding investors, first of all, raising raising money, but also raising money from the right sources? From that ultimately, don't hinder you, but help you empower you all that kind of stuff? What advice would you give there? You successfully raised money many times in your life?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"Yeah. Again, it's not just about the money. It's about writing, finding the right investors who are going to be aligned in terms of what you want to build and believe in your core values. Like, for example, especially later on, like I, yeah, in my latest, like, round of funding, I try to bring in investors that really care about like the ethics of AI, right. And they, alignment of, of vision and mission and core values is really important. Like you picking a life partner, right? It's the same kind of","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"so you take it that seriously for investors. Yeah, because they're gonna have to stick you're stuck together.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"For a while anyway. Yeah. For life, but for a while, for sure.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Better or worse, I forget what the vows usually sound like, for better or worse. No, we're sick.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,or something. Yeah.,"Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Boy, yeah. Anyway, just, it's romantic and deep, and you're in it for a while. So it's not just about the money. You tweet about going to your first capital camp investing get together? AL Yeah, the you learned a lot. So this is about investing. So what what did you learn from that? What have you learned about investing in general? From both? Because you've been on both ends of it?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"I mean, I try to use my experience as an operator. Now with my investor hat on when I'm identifying companies to invest in first of all, I think the good news is because I have a technology background, right? And I really understand, you know, machine learning and computer vision and AI, etc. I can apply that level of understanding, right? Because everybody says they're an AI company, or they're an AI tech. And I'm like, no, no, no, no, show me the technology. So I can do that level of diligence, which I actually love. And then I have to do the litmus test of, you know, if I'm in a conversation with you, am I excited to tell you about this new company that I just met? Right, and, and if I, if I'm an ambassador for that company, and I'm passionate about what they're doing, I usually use that. Yeah, that's important to me when I'm investing.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"And that means you actually can't explain what they're doing. And and you're excited about exactly,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,exactly. Thank you for putting it so succinctly. Like rambling but exactly. That's it.,"Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"It's funny, but sometimes it's unclear exactly. You all hear people tell me, you know, talk for a while, and it's sounds cool. Like they paint a picture of a world but then when you try to summarize it, you're not exactly clear. Of what you Maybe maybe what the core powerful idea is, you can't just build another Facebook or there has to be a there has to be a core. Simple to explain idea that yeah, that, then you can or can't get excited about what this is they're saying right there. Yeah. Yeah, what? But like how do you ultimately pick who you think will be successful? It's not just about the thing you're excited about, like, there's other stuff,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"right? And then there's all the, you know, with early stage companies like precede companies, which is where I'm investing. Sometimes the, the business model isn't clear yet, or the go to market strategy is unclear. There's usually like, it's very early on that some of these things haven't been hashed out, which is okay. So the way I like to think about it is like, if this company's successful, will this be a multibillion slash trillion dollar market operator, you know, our company. And so that's definitely a lens that I use,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"was pre was precede what are the different stages? And what's the most exciting stage and what's or not? What's, what's interesting about every stage, I","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"guess, yeah, so precede is usually when you're just starting out, you've maybe raised the friends and family round. So you've raised some money from people, you know, and you're getting ready to take your first institutional check in like, first check from an investor. And I love the stage, there's a lot of uncertainty there. So some investors really don't like the stage, because the financial models aren't there. Often, the teams aren't even like formed really, really early. But to me, it's, it's like a magical state, because it's the time when there's so much conviction, so much belief, almost delusional, right. And there's a little bit of naivete around with with founders at this stage. I just love it. It's contagious. And I love I love that I can. Often they're first time founders, not always, but often they're first time founders. And I can share my experience as a founder, myself, and I can empathize. Right? And I can almost, I create a safe ground where, because you know, you have to be careful what you tell your investors, right. And I will, I will often like say, I've been in your shoes as a founder, you can tell me if it's challenging, you can tell me what you're struggling with. It's okay to vent. So I create that safe ground? I think I think that's the superpower.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Yes, you have to what I guess you have to figure out if this kind of person is gonna be able to ride the roller coaster. Like of many pivots, and challenges and all that kind of stuff. And if the space of ideas they're working in is interesting, crack the way they think about the world. Yeah. Because if it's successful, the thing they end up with might be very different. The reason why it's successful,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"actually, you, you know, I was gonna say, the third crate. So So the technology is one aspect, the market or the idea, right is the second and the third is the founder, right? Is this somebody who I believe has conviction as a hustler, you know, is going to overcome obstacles. Yeah, I think that is going to be a great leader, right? Like, as a startup, as a founder, you're often you are the first person and your role is to bring amazing people around you to build this thing. And so you're in an evangelist, right? So how good are you going to be at that? So I try to evaluate that to","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"you also, in the tweet thread about it mentioned, is this a non concept random rich dudes are ds, and saying that there should be like, random rich women, I guess? What's the dudes? What's the dude's version of women? The woman version of dudes, ladies, I don't know. What's what's Is this the technical term? Is this known. And","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"I didn't make that up. But I was at this capital camp, which is a get together for investors of all types. And there must have been maybe 400 or so. Attendees, maybe 20, were women. It was just very disproportionately, you know, a male male dominated, which I'm used to, I think you're used to this kind of thing. I'm used to it, but it's still surprising. And as I'm raising money for this fund, so my my fund partner is a guy called Rob May, who's done this before. So I'm new to the investing world, but he's done this before. Most of our investors in the fund are these. I mean, awesome. I'm super grateful to them. Random, just rich guys. I'm like, where are the rich women? So I'm really adamant in both investing in women led AI companies, but also would love to have women investors be part of my fund. Um, because I think that's how we drive change.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Yeah. So then, you know, that takes time, of course, but there's been quite quite a lot of progress. But yeah, for for the next Mark Zuckerberg to be a woman and all that kind of stuff because that that's just like a huge number of wealth generated by, by women and then control by women then allocated by one. And then beyond just women just broadly across all different measures of diversity and so on. Let me ask you to put on your wise sage hat. Okay, so we already you already give advice and startups and just advice for women, but in general advice for folks in high school or college today, how to have a career that can be proud of how to have a life they can be proud of. I suppose you have to give this kind of advice to your kids.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"Well, here's the number one advice that I give to my kids. My daughter is now 19, by the way, and my son is 13 and a half. So they're not little kids anymore. But But I think your heart, it does like a girl, but they're awesome. They're my best friends. But yeah, I think the number one advice I would share is embark on a journey without attaching to outcomes. And enjoy the journey. Right? So, you know, we often we're so obsessed with, with the end goal. A that doesn't allow us to be open to different endings of a journey or a story. So you become like so fixated on a particular path, you don't see the beauty in the other alternative path. And then you forget to enjoy the journey, because you're just so fixated on the goal. And I've been guilty of that for many, many years in my life. And I've, I've now I'm now trying to like make the shift of No, no, I'm going to, again, trust that things are going to work out and we'll be amazing and maybe even exceed your dreams. We have to be open to that.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Yeah, taking, taking a leap into all kinds of things. I think he tweeted, like, you went on vacation by yourself or something like this, or I know this. And just just just just going just taking the leap, doing it, doing and enjoying enjoying them enjoying the moment during the weeks enjoying, not looking at the some kind of career ladder, next step and so on. Yeah, there's, there's something to that, like over planning to. I'm surrounded by a lot of people that kind of, so I don't plan, you don't know,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,do you not do goal setting?,"Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"My goal setting is very like, like the affirmations is very it's almost I don't know how to put into words, but it's, it's a little bit like what my heart yearns for kind of in the I guess, in the space of emotions, more than in the space of like, this will be like in the rational space because I just tried to picture a world that I would like to be in. And that was not clearly Pictured is mostly in the emotional world. I mean, I think about that, from robotics. You know, I have this desire, I've had my whole life to walk, took different shapes. But I think once I discovered AI, the desire was to I think, in this in the context of this conversation could be easily easier described as basically a social robotics company. And that's something I dreamed of doing. And there's a lot there's a lot of complexity to that story. But that's that's the that's the only thing honestly, I dream of doing. So I imagined a world that that I could help create, but it's not. There's no steps along the way. And I think I'm just kind of stumbling around and falling happiness and working my ass off in almost rent like an ant does in random directions. But a lot of people a lot of successful people around me say this you should have a plan should have a clear goal. You have a goal at the end of the month, you have got the end of the year. I don't I don't don't and there's a balance to be struck of course, but there's something to be said about really making sure that you're living life to the fullest that goals can actually get in the way of","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,so one of the best like kind of most what do you what do you call it when as like Chow challenges your brain what do you call it?,"Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"The only thing that comes to mind and this is me saying is a mindfuck but yeah Okay,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"something like that. Yes, super inspiring talk, Kenneth Stanley, he was at open AI, he just laughed. And he has a book called Why greatness cannot be planned. And it's actually an AI book. So and he's done all these experiments that basically show that when you over optimize you, like the trade off is you're less creative, right? And to create true greatness and truly creative solutions to problems. You can't over planets, you can't. And I thought that was and so he generalizes it beyond AI. And he talks about how we apply that in our personal life. And in our organizations that are companies which are over KPIs, right, like, look at any company in the world, and it's all like, these are the goals, these are the, you know, weekly goals, you know, the Sprint's and then the quarterly goals, blah, blah, blah, and he just shows with a lot of his AI experiments, that that's not how you create truly game changing ideas. So there you go.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Yeah, yeah.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"He's awesome. Yeah, there's,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"there's a balance, of course, that's yeah, many moments of genius will not come from planning and goals. But you still have to build factories, and you still have to manufacturing, you still have to deliver in there still deadlines and all that kind of stuff. And that, for that it's good to have goals.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
